row_id,split,label,etld1,etld1_missing
158,train,1,usercontent.dev,0
159,train,0,facebook.com,0
160,train,0,epochtimes.com,0
161,train,1,ead.me,0
162,train,1,csb.app,0
163,train,0,serverfault.com,0
164,val,0,institutionwatch.ca,0
165,train,1,mockplus.com,0
166,train,0,wikipedia.org,0
167,train,1,qrco.de,0
168,train,1,google.com,0
169,train,0,vnet.com.br,0
170,val,0,bworldonline.com,0
171,train,1,google.com,0
172,train,1,amazonaws.com,0
173,train,0,usgennet.org,0
174,train,1,q-r.to,0
175,train,0,birthdayalarm.com,0
176,train,0,youtube.com,0
177,val,0,washington.edu,0
178,train,0,cristoreyjesuit.org,0
179,test,0,edwardswildman.com,0
180,train,0,bloggy.click,0
181,train,1,qrco.de,0
182,train,0,cnhedge.cn,0
183,train,0,thepiratebay.org,0
184,train,0,tripod.com,0
185,train,1,venmo.com,0
186,train,0,ylsxx.cn,0
187,train,1,azurewebsites.net,0
188,val,0,ehow.com,0
189,train,0,amazon.com,0
190,train,1,linksta.cc,0
191,train,0,dantri.com.vn,0
192,train,0,shirofflaw.com,0
193,train,1,mockplus.com,0
194,val,0,list-of-companies.org,0
195,train,1,q-r.to,0
196,train,0,theweekendtraveller.com,0
197,val,0,myspace.com,0
198,train,0,softov.com.br,0
199,test,0,wildsound-filmmaking-feedback-events.com,0
200,train,0,babinet.cz,0
201,test,0,sched.org,0
202,train,0,mmfkc.org,0
203,train,0,austin.tx.us,0
204,train,1,campaign-archive.com,0
205,train,0,3pea.net,0
206,val,0,diplomys-o-vysshem-v-novorossiyske-23.ru,0
207,train,1,r2.dev,0
208,train,1,ghost.io,0
209,train,0,extratorrent.cc,0
210,train,1,web.app,0
211,train,0,kcata.org,0
212,train,0,giddyhost.com,0
213,train,1,r2.dev,0
214,train,0,tripod.com,0
215,train,0,amazon.com,0
216,test,0,epfeiyang.com.cn,0
217,train,1,q-r.to,0
218,train,0,themindunleashed.org,0
219,train,1,typedream.app,0
220,train,1,weebly.com,0
221,train,1,godaddysites.com,0
222,train,0,livelyhelp.chat,0
223,train,1,google.com,0
224,test,0,sharednic.net,0
225,train,0,wecapture.life,0
226,train,1,campaign-archive.com,0
227,train,0,fieldhockey.ca,0
228,val,0,mmamania.com,0
229,test,0,onlyporn123.com,0
230,train,1,qrco.de,0
231,train,1,href.li,0
232,train,1,weebly.com,0
233,train,1,blogspot.com,0
234,train,0,stcharlesprep.org,0
235,val,0,famouswhy.com,0
236,train,0,hcltechbee.com,0
237,train,0,smart-line.it,0
238,train,1,weebly.com,0
239,val,1,dropbox.com,0
240,train,1,google.com,0
241,val,0,designboom.com,0
242,val,0,ranker.com,0
243,train,0,sbcidc.com,0
244,train,1,q-r.to,0
245,val,1,square.site,0
246,val,1,dweb.link,0
247,val,0,toocartoons.com,0
248,train,0,ask.com,0
249,train,0,popsugar.com,0
250,train,1,q-r.to,0
251,train,1,ultrafima.com,0
252,train,1,googleapis.com,0
253,train,1,firebaseapp.com,0
254,train,0,censor.net.ua,0
255,train,0,lilesnet.com,0
256,train,1,google.com,0
257,val,1,casaderincon.com,0
258,val,0,uap.edu.ar,0
259,train,0,kfcbuy.com,0
260,train,0,vodpod.com,0
261,val,0,pakfreewebs.com,0
262,test,0,imdb.com,0
263,train,0,worthpoint.com,0
264,test,0,yasni.com,0
265,train,1,bit.ly,0
266,train,1,google.com,0
267,test,1,webcindario.com,0
268,test,1,webwave.dev,0
269,train,1,qrco.de,0
270,train,1,web.app,0
271,train,1,bit.ly,0
272,train,0,broadwayworld.com,0
273,train,0,motor-doctor.co.uk,0
274,train,0,radioacktiva.com,0
275,train,0,yelp.com,0
276,test,0,mediapost.fr,0
277,test,0,citizensforpesticidereform.org,0
278,train,0,amazon.com,0
279,train,0,drsarabehravan.com,0
280,train,0,gdax.com,0
281,val,1,sutori.com,0
282,train,0,absoluteastronomy.com,0
283,train,0,pmapkdown.shop,0
284,train,1,firebaseapp.com,0
285,train,0,bape-clothing.us,0
286,train,0,facebook.com,0
287,train,0,ajmc.com,0
288,test,0,beemp3.com,0
289,train,1,solucaoempresas.com,0
290,test,0,nethelper.com,0
291,train,1,csb.app,0
292,train,0,olx.ua,0
293,train,1,gitbook.io,0
294,train,1,qrco.de,0
295,test,1,webwave.dev,0
296,train,1,jotform.com,0
297,test,0,yellowpages.com,0
298,train,1,google.com,0
299,train,0,genealogy.com,0
300,train,1,mockplus.com,0
301,train,0,gr-pcfilm.com,0
302,val,1,dropbox.com,0
303,train,0,bluepeak.net,0
304,train,0,cnhedge.cn,0
305,train,0,facebook.com,0
306,train,0,woio.com,0
307,train,1,google.com,0
308,train,1,q-r.to,0
309,train,1,weebly.com,0
310,train,1,firebaseapp.com,0
311,train,1,weebly.com,0
312,train,1,qrco.de,0
313,train,0,mejorforo.net,0
314,train,0,wikipedia.org,0
315,train,1,firebaseapp.com,0
316,train,0,dura-build.com,0
317,train,0,ebay.co.uk,0
318,train,1,builderall.net,0
319,train,1,bit.ly,0
320,train,1,campaign-archive.com,0
321,train,1,myportfolio.com,0
322,train,0,mcdrevozhizni.ru,0
323,train,1,q-r.to,0
324,train,0,movieweb.com,0
325,train,1,google.com,0
326,train,1,web.app,0
327,train,1,google.com,0
328,train,1,ipfs.io,0
329,train,0,interpark.com,0
330,train,1,nacional-internacional-airlines.com,0
331,train,1,q-r.to,0
332,train,1,blogspot.com,0
333,train,1,weebly.com,0
334,train,1,r2.dev,0
335,train,1,myportfolio.com,0
336,train,1,hsforms.com,0
337,val,0,annarbor.com,0
338,train,1,weebly.com,0
339,train,1,wixsite.com,0
340,train,1,prioritaire-pickupfr.com,0
341,train,0,totalmartialartscenter.com,0
342,train,0,wikipedia.org,0
343,train,1,google.com,0
344,train,0,centrepierrecharbonneau.com,0
345,train,1,weeblysite.com,0
346,train,0,francisfrith.com,0
347,train,1,qrco.de,0
348,train,1,kw11h.icu,0
349,test,1,dellavillas.com,0
350,train,0,chirurgiebmf.ro,0
351,train,1,firebaseapp.com,0
352,train,1,google.com,0
353,test,1,webcindario.com,0
354,test,0,dancealbum.net,0
355,train,1,blogspot.it,0
356,train,1,google.com,0
357,train,1,raven.cl,0
358,train,0,uiaa.org,0
359,train,1,google.com,0
360,train,1,bit.ly,0
361,test,1,wl.co,0
362,val,0,rottentomatoes.com,0
363,train,0,tsn.ca,0
364,train,1,weebly.com,0
365,test,1,arweave.net,0
366,train,0,questia.com,0
367,val,0,katsluxury.com,0
368,train,0,info-fin.com,0
369,train,0,letssingit.com,0
370,train,1,odtubirder.org,0
371,train,0,network-n.com,0
372,train,1,qrco.de,0
373,train,0,lotsofessays.com,0
374,val,1,dweb.link,0
375,val,0,rt36n.com,0
376,train,0,ebay.com,0
377,test,0,slovenia-heritage.net,0
378,train,1,bit.ly,0
379,test,0,imdb.com,0
380,test,0,manta.com,0
381,val,1,adobe.com,0
382,train,0,jsrcjl.com,0
383,train,0,qz.com,0
384,test,1,wl.co,0
385,train,0,voladm.gov.ua,0
386,train,1,ead.me,0
387,test,0,coccoc.com,0
388,train,0,qhd.com,0
389,train,1,google.com,0
390,train,0,bergmandacey.com,0
391,train,1,google.com,0
392,train,0,0o73.cn,0
393,train,1,bit.ly,0
394,train,1,buscat.cat,0
395,test,0,evri.com,0
396,train,1,firebaseapp.com,0
397,train,0,btjunkie.org,0
398,val,0,redlettermedia.com,0
399,train,0,wikipedia.org,0
400,test,0,eliteprospects.com,0
401,train,0,symbiotic.fi,0
402,train,1,r2.dev,0
403,train,0,msn.co.in,0
404,train,1,r2.dev,0
405,val,0,fabpedigree.com,0
406,train,1,weebly.com,0
407,train,1,surl.li,0
408,train,0,maxalbums.com,0
409,train,1,bit.ly,0
410,train,1,google.com,0
411,train,1,google.com,0
412,train,1,r2.dev,0
413,train,0,fedspending.org,0
414,train,0,celebrityskinblog.com,0
415,train,1,citly.me,0
416,train,0,csucdc.com,0
417,train,1,google.com,0
418,val,1,vtenixn.cc,0
419,train,0,professorprofits.com,0
420,val,0,livetv.sx,0
421,test,1,webcindario.com,0
422,train,0,absoluteastronomy.com,0
423,train,1,google.com,0
424,val,1,windows.net,0
425,train,0,emgn.com,0
426,train,1,qrco.de,0
427,train,1,campaign-archive.com,0
428,train,0,wikipedia.org,0
429,train,0,filmstoday.net,0
430,val,0,lds.org,0
431,train,0,jezebel.com,0
432,train,0,kofcwi1838.com,0
433,train,1,sa.com,0
434,train,0,designyourway.net,0
435,train,1,href.li,0
436,train,1,campaign-archive.com,0
437,train,1,r2.dev,0
438,test,0,genesis-dns.com,0
439,train,0,bbmwp.cn,0
440,train,1,talentlms.com,0
441,train,1,firebaseapp.com,0
442,test,0,hostelworld.com,0
443,train,0,flixster.com,0
444,train,1,qrco.de,0
445,train,1,t.co,0
446,train,1,boxmode.io,0
447,test,0,tumblr.com,0
448,train,0,evmcc.org,0
449,train,1,r2.dev,0
450,train,0,justushorses.com,0
451,train,1,resona-wujp.com,0
452,test,0,boston.com,0
453,test,1,forms.app,0
454,train,1,weebly.com,0
455,test,0,thefullwiki.org,0
456,test,0,sundayblues.org,0
457,train,0,disneydreaming.com,0
458,train,0,videosurf.com,0
459,train,1,r2.dev,0
460,val,0,nosorigines.qc.ca,0
461,train,1,jotform.com,0
462,train,0,amazon.com,0
463,train,0,duckduckgo.com,0
464,train,1,farmaciasancayetano.com.ar,0
465,train,1,hyperphp.com,0
466,train,0,nationalgaragedoorsopeners.com.au,0
467,val,0,edcan.cn,0
468,train,0,amazon.com,0
469,train,0,234next.com,0
470,train,1,blogspot.com,0
471,train,0,netdevgroup.com,0
472,train,1,weebly.com,0
473,train,1,t.co,0
474,test,1,pages.dev,0
475,train,0,traviscountytx.gov,0
476,train,0,census-online.us,0
477,train,1,start.page,0
478,train,0,parl.gc.ca,0
479,train,0,sfglobe.com,0
480,train,0,booksonboard.com,0
481,train,1,bit.ly,0
482,train,1,flow.page,0
483,train,1,google.com,0
484,train,1,google.com,0
485,train,1,spk-aenderung.cc,0
486,train,1,google.com,0
487,train,1,google.com,0
488,train,0,nypost.com,0
489,train,1,blogspot.com,0
490,test,1,webwave.dev,0
491,train,0,bottegadumont.com,0
492,val,1,hoster-test.ru,0
493,train,0,steamcommunity.com,0
494,train,0,merrystockings.com,0
495,train,1,bit.ly,0
496,test,0,rosybingo.com,0
497,train,0,fortunebay.com,0
498,train,1,typedream.app,0
499,val,0,estailofashion.com,0
500,train,0,spiritus-temporis.com,0
501,train,1,mybluehost.me,0
502,train,0,ourfaves.com,0
503,train,0,wordiq.com,0
504,train,0,onlineworldofwrestling.com,0
505,val,1,github.io,0
506,train,1,firebaseapp.com,0
507,train,1,allbio.link,0
508,train,0,tidio.co,0
509,train,1,google.com,0
510,test,0,virginia.edu,0
511,train,1,web.app,0
512,val,0,theatreaddict.com,0
513,train,1,campaign-archive.com,0
514,train,0,midtheatreservices.com,0
515,train,0,cochranfamily.net,0
516,train,1,bit.ly,0
517,train,1,google.com,0
518,train,1,vercel.app,0
519,train,0,turkcebilgi.com,0
520,train,0,jliedu.ch,0
521,train,1,typedream.app,0
522,train,0,plattevilledairydays.com,0
523,val,1,adobe.com,0
524,train,0,hellosanfrancisco.com,0
525,train,1,ead.me,0
526,test,0,digitaldesire.com,0
527,train,1,flowcode.com,0
528,train,0,fishki.net,0
529,train,0,mynorthtorontorealestate.com,0
530,train,1,r2.dev,0
531,test,0,pythondoc.com,0
532,train,0,youtube.com,0
533,val,0,famouswhy.com,0
534,train,0,facebook.com,0
535,train,1,google.com,0
536,train,1,qrco.de,0
537,train,0,arenafan.com,0
538,train,1,de.cool,0
539,train,0,placenames.com,0
540,test,0,sampsonmacada1.cn,0
541,val,0,huffingtonpost.com,0
542,train,1,histriasdeensino.org,0
543,val,0,vodkabetcazino.ru,0
544,train,0,glenandpaula.com,0
545,test,0,whitepages.com,0
546,val,1,adsensecustomsearchads.com,0
547,train,1,awstrack.me,0
548,val,0,ferrisstatebulldogs.com,0
549,train,0,northernlightsblackpool.co.uk,0
550,train,1,google.com,0
551,train,0,csrgroup.co.th,0
552,train,1,,1
553,train,0,eurosmoothjazz.com,0
554,train,1,clk.li,0
555,val,1,tinyurl.com,0
556,train,1,web.app,0
557,test,0,alwafd.org,0
558,train,0,kansascity.com,0
559,train,0,luxe-noir.com,0
560,val,0,bibianebovet.com,0
561,train,1,web.app,0
562,train,1,q-r.to,0
563,train,1,google.com,0
564,train,1,booking.com,0
565,val,0,zenfolio.com,0
566,train,0,space.com,0
567,val,1,fundacaointerartive.org,0
568,val,1,adobe.com,0
569,test,1,linqapp.com,0
570,test,0,fresno.edu,0
571,train,1,vercel.app,0
572,test,0,oneworldrecruitment.net,0
573,train,0,facebook.com,0
574,test,0,brooklyn.com,0
575,test,1,webcindario.com,0
576,train,1,google.com,0
577,test,0,greenspun.com,0
578,train,1,href.li,0
579,train,0,collegesports-fans.com,0
580,train,1,google.com,0
581,train,0,enotes.com,0
582,train,1,urlz.fr,0
583,train,0,rockislandserviceshop.com,0
584,train,1,clients-smspickup.com,0
585,train,1,office.com,0
586,train,1,bit.ly,0
587,test,0,krotzon.biz,0
588,train,1,corgicowboys.pl,0
589,train,0,proz.com,0
590,train,0,youtube.com,0
591,train,0,waveloom.com,0
592,train,1,crazydomains.com,0
593,train,1,campaign-archive.com,0
594,train,0,wikipedia.org,0
595,val,0,twitter.com,0
596,test,1,pages.dev,0
597,train,1,google.com,0
598,val,0,kansas.com,0
599,train,1,jotform.com,0
600,train,0,spoke.com,0
601,val,1,adobe.com,0
602,val,0,lifeinlegacy.com,0
603,train,1,ead.me,0
604,train,1,google.com,0
605,train,0,steamlocomotive.info,0
606,train,1,did.li,0
607,train,0,youtube.com,0
608,train,0,universalkennel.com,0
609,train,0,zoomtan.com,0
610,train,0,bce.ca,0
611,train,0,arsalyn.org,0
612,train,0,evz.io,0
613,train,1,q-r.to,0
614,train,1,web.app,0
615,train,1,jotform.com,0
616,train,1,google.com,0
617,train,0,renrenpc.cn,0
618,val,0,lalaarenatokyo-bay.com,0
619,train,1,google.com,0
620,train,1,google.com,0
621,train,1,ead.me,0
622,train,0,census-online.us,0
623,train,1,weebly.com,0
624,train,0,wrestlerautographs.com,0
625,test,1,pages.dev,0
626,train,0,ratemds.com,0
627,test,0,pastehtml.com,0
628,train,0,findarticles.com,0
629,train,1,q-r.to,0
630,train,1,q-r.to,0
631,val,0,republiquetogolaise.com,0
632,train,1,google.com,0
633,train,0,123people.com,0
634,train,1,google.com,0
635,train,0,44bst.com,0
636,train,1,firebaseapp.com,0
637,train,1,jotform.com,0
638,train,1,weebly.com,0
639,train,1,ead.me,0
640,train,1,hsforms.com,0
641,train,1,glide.page,0
642,train,0,nsstraining.org,0
643,test,0,ojetexpress.com,0
644,train,1,gitbook.io,0
645,train,0,mylust.com,0
646,test,0,eggheadcafe.com,0
647,train,1,qrco.de,0
648,train,1,r2.dev,0
649,train,0,tunein.com,0
650,train,1,r2.dev,0
651,test,1,oktave.co,0
652,train,0,kickass.to,0
653,train,1,bit.ly,0
654,train,1,m-pages.com,0
655,train,1,qrco.de,0
656,train,0,lawlink.com,0
657,train,0,thewallpapers.org,0
658,test,0,mmlgh.com,0
659,train,1,bing.com,0
660,train,1,nftstorage.link,0
661,train,0,dubcnn.com,0
662,train,1,tw1.ru,0
663,test,0,cicic.ca,0
664,test,1,wl.co,0
665,train,0,inoreader.com,0
666,val,1,ow.ly,0
667,train,0,yu.edu,0
668,train,1,google.com,0
669,train,0,skillwho.com,0
670,test,0,brainyquote.com,0
671,train,0,motorsportsquared.com,0
672,train,1,weebly.com,0
673,train,0,datanet-pt.net,0
674,train,0,bostonredevelopmentauthoritynews.org,0
675,train,1,q-r.to,0
676,train,1,firebaseapp.com,0
677,train,0,auto.ru,0
678,val,0,wn.com,0
679,train,0,genealogy.com,0
680,train,1,exct.net,0
681,train,1,web.app,0
682,test,0,arts-crafts.ca,0
683,train,0,jhjfkj.cn,0
684,train,1,myportfolio.com,0
685,val,0,apple.com,0
686,train,0,flixster.com,0
687,train,1,chatbot.page,0
688,train,1,boxmode.io,0
689,train,0,denverpost.com,0
690,test,0,funtrivia.com,0
691,train,1,google.com,0
692,train,0,pipl.com,0
693,train,1,google.com,0
694,train,0,xyplorer.com,0
695,val,0,cielonacopadobrasil.com,0
696,train,1,google.com,0
697,train,1,weebly.com,0
698,val,0,jocpacanele.ro,0
699,test,1,webwave.dev,0
700,train,0,createspace.com,0
701,train,1,google.com,0
702,train,0,wikipedia.org,0
703,train,1,web.app,0
704,train,0,visalancar.com,0
705,test,1,tribelio.page,0
706,train,1,forms.gle,0
707,train,0,umich.edu,0
708,train,1,google.com,0
709,train,1,weebly.com,0
710,train,1,start.page,0
711,train,1,ead.me,0
712,train,1,myclickfunnels.com,0
713,train,0,standard.net,0
714,train,1,ead.me,0
715,val,0,sing365.com,0
716,test,1,webcindario.com,0
717,train,0,nahrin.ch,0
718,train,0,cambio.com,0
719,val,0,kmprod.com,0
720,train,1,mybusiness361.com,0
721,train,1,mockplus.com,0
722,train,0,centurytel.net,0
723,train,1,firebaseapp.com,0
724,train,0,facebook.com,0
725,train,1,web.app,0
726,test,0,yellowpages.com,0
727,train,1,gitbook.io,0
728,train,0,canadaeast.com,0
729,train,0,4shared.com,0
730,train,1,bit.ly,0
731,train,1,samos.gr,0
732,train,0,hockeystores.net,0
733,val,0,coderprog.com,0
734,test,0,goseattleu.com,0
735,train,0,compare-assurance.ch,0
736,train,0,diecastxchange.com,0
737,val,1,numina.cfd,0
738,val,1,adobe.com,0
739,train,0,areaconnect.com,0
740,train,0,bridgeport.edu,0
741,val,0,dairy.com,0
742,train,0,cdc.gov,0
743,train,1,myportfolio.com,0
744,val,0,associatedcontent.com,0
745,train,1,blogspot.com,0
746,test,1,optikgeneral.com,0
747,val,0,apniwebsites.com,0
748,val,1,adobe.com,0
749,train,0,zrelie.xyz,0
750,test,1,ellectrical.com,0
751,train,0,gluzzirepresentacoes.com,0
752,train,0,secure6v.mx,0
753,val,0,msn.com,0
754,test,0,foodpages.ca,0
755,train,0,vitalityactive.com,0
756,train,1,pge.link,0
757,train,0,stereokiller.com,0
758,train,1,qrco.de,0
759,val,0,allmusic.com,0
760,train,0,aquabooks.ca,0
761,train,0,duckduckgo.com,0
762,test,1,webcindario.com,0
763,train,1,cw-net.de,0
764,val,0,cosmeo.com,0
765,train,0,wikipedia.org,0
766,train,0,actu-environnement.com,0
767,train,1,qrco.de,0
768,train,1,exct.net,0
769,train,0,taylormali.com,0
770,train,0,myvilla.com.ua,0
771,train,1,culturafocus.com.br,0
772,train,0,arkaplan.com.tr,0
773,train,1,google.com,0
774,val,0,onedio.com,0
775,val,1,joshbystrom.com,0
776,train,1,vercel.app,0
777,train,0,googlegroups.com,0
778,val,1,adobe.com,0
779,train,1,csb.app,0
780,train,1,web.app,0
781,val,0,baseball-reference.com,0
782,train,1,r2.dev,0
783,train,1,ead.me,0
784,test,1,quier.cc,0
785,train,1,ghost.io,0
786,train,0,chengxuren.com,0
787,val,0,theolympian.com,0
788,train,0,exchtestcheckingapihealth.com,0
789,test,1,webcindario.com,0
790,train,0,setrab.df.gov.br,0
791,test,1,hstn.me,0
792,train,0,bdnews24.com,0
793,train,1,google.com,0
794,train,1,ukit.me,0
795,train,0,organicconsumers.org,0
796,train,1,citoga.com,0
797,train,1,google.com,0
798,train,1,web.app,0
799,test,0,mobilecrunch.com,0
800,train,0,onzy.me,0
801,train,0,mistercucina.com,0
802,val,0,hypebeast.com,0
803,train,1,01284.icu,0
804,train,1,plutio.com,0
805,train,1,firebaseapp.com,0
806,train,1,qrco.de,0
807,val,0,torrentdownloads.net,0
808,val,0,sevkon.net,0
809,train,0,clubeextra.com.br,0
810,train,0,copaken-brooks.com,0
811,train,1,qrco.de,0
812,val,1,adobe.com,0
813,train,0,quebecheritageweb.com,0
814,train,0,scientificamerican.com,0
815,train,1,google.com,0
816,train,0,clipmarks.com,0
817,train,0,taiwantravelguides.com,0
818,val,1,stackstaging.com,0
819,train,0,robwhitehouse.com,0
820,val,1,tinyurl.com,0
821,val,0,bebo.com,0
822,train,0,serverfault.com,0
823,train,1,google.com,0
824,val,0,twitter.com,0
825,train,1,qrco.de,0
826,test,0,sportsfile.com,0
827,train,1,bit.ly,0
828,val,0,wn.com,0
829,train,0,fringepedia.net,0
830,train,1,q-r.to,0
831,train,1,google.com,0
832,train,1,translate.goog,0
833,test,1,forms.app,0
834,val,0,mulple.com,0
835,train,1,google.com,0
836,train,1,gitbook.io,0
837,train,0,music-free-download.net,0
838,train,1,r2.dev,0
839,val,0,thehockeywriters.com,0
840,test,0,torcache.net,0
841,train,1,weebly.com,0
842,test,0,cembaweb.com.ar,0
843,train,1,balsamhill.cc,0
844,train,1,ead.me,0
845,val,0,christthekingparishlongbranch.org,0
846,train,1,reurl.cc,0
847,train,0,saber008.com,0
848,train,0,purelyorganic.com,0
849,train,0,nhl.com,0
850,train,1,q-r.to,0
851,train,1,weebly.com,0
852,train,0,huarui-tec.com,0
853,train,1,webflow.io,0
854,test,1,myfunnelish.com,0
855,train,0,mobilesyrup.com,0
856,train,1,q-r.to,0
857,train,0,getyourbook.com,0
858,train,1,ead.me,0
859,test,0,beautifulcreaturesmakeup.com,0
860,train,1,google.com,0
861,train,1,evernote.com,0
862,train,1,web.app,0
863,train,1,weebly.com,0
864,train,0,wikipedia.org,0
865,train,1,web.app,0
866,test,1,webwave.dev,0
867,train,0,vilarealense.net,0
868,train,1,r2.dev,0
869,test,0,pco-bcp.gc.ca,0
870,train,0,cvandaag.nl,0
871,train,1,web.app,0
872,val,0,dqmjl.cn,0
873,train,0,ancestry.com,0
874,test,0,jhonbet77p.org,0
875,test,1,abcsubmit.com,0
876,train,1,qrco.de,0
877,train,0,hilfe-portal-missbrauch.de,0
878,train,0,seeing-stars.com,0
879,test,0,digitalfleet.com,0
880,train,1,google.com,0
881,test,0,austinpcc.org,0
882,test,0,tigblog.org,0
883,val,0,alumz.com,0
884,train,0,kbjsvip.win,0
885,train,0,avodate.com,0
886,train,0,entretecno.cl,0
887,test,0,sworovski.cn,0
888,train,1,verifica-conto.com,0
889,train,0,atlanticsun.org,0
890,test,0,faqs.org,0
891,train,1,firebaseapp.com,0
892,train,1,bit.ly,0
893,val,1,dropbox.com,0
894,train,1,qrco.de,0
895,val,1,dweb.link,0
896,train,1,web.app,0
897,test,0,dmdiao.com,0
898,train,0,oilersnation.com,0
899,train,1,sharepoint.com,0
900,val,0,myspace.com,0
901,val,1,dweb.link,0
902,train,1,google.com,0
903,train,1,weebly.com,0
904,train,0,kinoeye.org,0
905,train,0,webtracksite.net,0
906,train,0,zshuamao.com,0
907,train,0,elitedaily.com,0
908,train,1,qrco.de,0
909,train,0,ask.com,0
910,train,1,r2.dev,0
911,train,0,krossbikes.in,0
912,train,0,servicekod.ru,0
913,train,1,qrco.de,0
914,val,1,adobe.com,0
915,train,0,interceder.net,0
916,train,0,videoele.com,0
917,train,0,allstarpics.net,0
918,train,1,ead.me,0
