row_id,split,label
538,train,1
539,train,0
540,test,0
541,train,0
542,train,1
543,test,0
544,train,0
545,train,0
546,train,1
547,val,1
548,train,0
549,train,0
550,train,1
551,train,0
552,train,1
553,test,0
554,val,1
555,train,1
556,test,1
557,train,0
558,train,0
559,val,0
560,val,0
561,train,1
562,val,1
563,test,1
564,test,1
565,train,0
566,train,0
567,train,1
568,train,1
569,train,1
570,val,0
571,val,1
572,train,0
573,test,0
574,train,0
575,train,1
576,test,1
577,train,0
578,train,1
579,train,0
580,train,1
581,train,0
582,test,1
583,train,0
584,train,1
585,train,1
586,train,1
587,train,0
588,val,1
589,train,0
590,train,0
591,val,0
592,train,1
593,train,1
594,val,0
595,test,0
596,train,1
597,train,1
598,train,0
599,train,1
600,train,0
601,train,1
602,train,0
603,train,1
604,train,1
605,train,0
606,train,1
607,train,0
608,train,0
609,test,0
610,val,0
611,train,0
612,train,0
613,train,1
614,val,1
615,val,1
616,test,1
617,train,0
618,val,0
619,train,1
620,train,1
621,train,1
622,train,0
623,train,1
624,val,0
625,train,1
626,train,0
627,val,0
628,train,0
629,train,1
630,train,1
631,train,0
632,train,1
633,test,0
634,train,1
635,train,0
636,train,1
637,train,1
638,val,1
639,val,1
640,train,1
641,train,1
642,val,0
643,train,0
644,train,1
645,val,0
646,train,0
647,val,1
648,train,1
649,test,0
650,train,1
651,train,1
652,train,0
653,train,1
654,train,1
655,test,1
656,train,0
657,test,0
658,val,0
659,train,1
660,train,1
661,train,0
662,train,1
663,train,0
664,train,1
665,val,0
666,train,1
667,train,0
668,train,1
669,train,0
670,val,0
671,train,0
672,train,1
673,train,0
674,val,0
675,train,1
676,val,1
677,train,0
678,train,0
679,val,0
680,train,1
681,train,1
682,train,0
683,train,0
684,test,1
685,val,0
686,train,0
687,test,1
688,test,1
689,train,0
690,train,0
691,train,1
692,train,0
693,train,1
694,train,0
695,test,0
696,train,1
697,val,1
698,train,0
699,train,1
700,train,0
701,train,1
702,val,0
703,val,1
704,train,0
705,train,1
706,train,1
707,train,0
708,val,1
709,val,1
710,train,1
711,train,1
712,train,1
713,train,0
714,train,1
715,train,0
716,train,1
717,train,0
718,train,0
719,train,0
720,train,1
721,train,1
722,train,0
723,train,1
724,train,0
725,train,1
726,val,0
727,train,1
728,train,0
729,train,0
730,val,1
731,train,1
732,train,0
733,val,0
734,train,0
735,train,0
736,test,0
737,val,1
738,val,1
739,val,0
740,test,0
741,train,0
742,train,0
743,train,1
744,train,0
745,train,1
746,train,1
747,train,0
748,val,1
749,train,0
750,test,1
751,train,0
752,test,0
753,train,0
754,test,0
755,test,0
756,train,1
757,train,0
758,train,1
759,train,0
760,train,0
761,val,0
762,train,1
763,train,1
764,val,0
765,train,0
766,test,0
767,train,1
768,train,1
769,val,0
770,train,0
771,train,1
772,train,0
773,train,1
774,test,0
775,train,1
776,train,1
777,train,0
778,train,1
779,train,1
780,train,1
781,train,0
782,test,1
783,train,1
784,train,1
785,train,1
786,val,0
787,train,0
788,val,0
789,val,1
790,train,0
791,train,1
792,train,0
793,train,1
794,train,1
795,val,0
796,test,1
797,val,1
798,train,1
799,train,0
800,train,0
801,train,0
802,train,0
803,train,1
804,train,1
805,train,1
806,val,1
807,train,0
808,test,0
809,train,0
810,train,0
811,train,1
812,train,1
813,train,0
814,train,0
815,train,1
816,train,0
817,train,0
818,train,1
819,val,0
820,val,1
821,train,0
822,val,0
823,train,1
824,train,0
825,val,1
826,train,0
827,val,1
828,train,0
829,val,0
830,val,1
831,train,1
832,test,1
833,train,1
834,train,0
835,train,1
836,train,1
837,val,0
838,train,1
839,val,0
840,test,0
841,train,1
842,val,0
843,val,1
844,train,1
845,train,0
846,train,1
847,train,0
848,val,0
849,test,0
850,train,1
851,train,1
852,train,0
853,train,1
854,train,1
855,val,0
856,train,1
857,test,0
858,train,1
859,train,0
860,test,1
861,test,1
862,train,1
863,train,1
864,train,0
865,train,1
866,train,1
867,val,0
868,val,1
869,val,0
870,train,0
871,test,1
872,val,0
873,train,0
874,train,0
875,train,1
876,test,1
877,train,0
878,test,0
879,train,0
880,val,1
881,val,0
882,val,0
883,train,0
884,train,0
885,val,0
886,train,0
887,train,0
888,val,1
889,train,0
890,train,0
891,train,1
892,train,1
893,train,1
894,test,1
895,train,1
896,train,1
897,train,0
898,train,0
899,train,1
900,train,0
901,train,1
902,val,1
903,train,1
904,train,0
905,train,0
906,train,0
907,train,0
908,test,1
909,train,0
910,val,1
911,val,0
912,train,0
913,train,1
914,train,1
915,test,0
916,test,0
917,train,0
918,train,1
919,train,1
920,train,1
921,test,0
922,train,1
923,train,1
924,train,0
925,test,1
926,train,0
927,train,0
928,train,1
929,train,0
930,train,0
931,train,0
932,train,1
933,val,1
934,train,0
935,train,0
936,val,0
937,train,0
938,train,0
939,val,0
940,train,0
941,train,0
942,train,1
943,test,0
944,train,1
945,train,1
946,train,1
947,train,0
948,train,0
949,train,1
950,test,0
951,train,1
952,train,0
953,train,0
954,train,1
955,train,1
956,train,0
957,test,0
958,val,0
959,train,0
960,train,0
961,train,1
962,train,0
963,train,0
964,train,1
965,test,1
966,train,0
967,train,0
968,train,1
969,val,1
970,train,0
971,train,0
972,train,0
973,train,1
974,train,0
975,train,0
976,train,1
977,test,1
978,val,0
979,train,0
980,train,0
981,train,1
982,test,0
983,train,0
984,train,1
985,test,1
986,val,1
987,test,1
988,train,0
989,train,0
990,train,1
991,train,0
992,train,1
993,train,1
994,train,0
995,val,1
996,train,1
997,train,1
998,val,1
999,train,1
1000,train,0
1001,train,1
1002,train,0
1003,train,0
1004,val,1
1005,train,1
1006,train,1
1007,train,1
1008,train,1
1009,train,1
1010,train,0
1011,train,0
1012,val,1
1013,train,1
1014,val,0
1015,val,1
1016,train,1
1017,train,1
1018,train,1
1019,train,0
1020,train,0
1021,train,1
1022,train,1
1023,train,1
1024,train,0
1025,train,0
1026,test,0
1027,train,0
1028,train,0
1029,test,1
1030,train,0
1031,train,1
1032,val,1
1033,train,1
1034,train,1
1035,val,0
1036,train,0
1037,val,0
1038,val,0
1039,train,0
1040,val,0
1041,val,1
1042,train,1
1043,train,1
1044,test,0
1045,train,0
1046,train,0
1047,train,1
1048,train,0
1049,train,1
1050,test,1
1051,train,0
1052,train,1
1053,train,1
1054,train,0
1055,train,1
1056,train,1
1057,train,1
1058,train,0
1059,train,0
1060,train,1
1061,train,0
1062,train,1
1063,test,0
1064,train,1
1065,train,1
1066,train,1
1067,test,0
1068,test,1
1069,val,0
1070,train,0
1071,train,1
1072,train,1
1073,train,1
1074,train,0
1075,train,0
1076,train,0
1077,train,0
1078,train,1
1079,train,1
1080,train,0
1081,train,0
1082,train,0
1083,train,1
1084,train,1
1085,test,1
1086,train,1
1087,val,1
1088,val,0
1089,train,0
1090,train,1
1091,test,1
1092,train,0
1093,val,1
1094,train,0
1095,train,1
1096,train,0
1097,train,1
1098,train,0
1099,test,0
1100,train,1
1101,test,0
1102,train,1
1103,train,1
1104,test,0
1105,train,0
1106,test,0
1107,val,0
1108,train,1
1109,train,1
1110,train,0
1111,train,0
1112,train,0
1113,train,0
1114,val,0
1115,val,0
1116,test,0
1117,train,1
1118,test,1
1119,train,1
1120,val,0
1121,val,1
1122,train,1
1123,val,1
1124,train,0
1125,train,1
1126,test,0
1127,train,1
1128,train,0
1129,train,1
1130,train,0
1131,train,1
1132,train,1
1133,train,0
1134,train,1
1135,train,1
1136,train,1
1137,train,0
1138,train,0
1139,train,1
1140,val,0
1141,train,0
1142,train,1
1143,train,0
1144,val,0
1145,test,1
1146,val,0
1147,train,0
1148,train,0
1149,test,1
1150,train,1
1151,train,1
1152,train,1
1153,train,1
1154,test,0
1155,train,0
1156,train,0
1157,train,1
1158,train,1
1159,train,1
1160,val,1
1161,train,0
1162,val,0
1163,train,0
1164,test,0
1165,test,0
1166,train,0
1167,val,1
1168,val,0
1169,train,0
1170,train,0
1171,train,1
1172,test,1
1173,val,0
1174,test,0
1175,train,0
1176,train,1
1177,train,0
1178,train,1
1179,train,1
1180,train,0
1181,train,1
1182,val,1
1183,train,0
1184,train,1
1185,val,1
1186,train,0
1187,train,1
1188,val,0
1189,val,1
1190,train,0
1191,train,1
1192,train,1
1193,train,1
1194,train,0
1195,train,0
1196,train,0
1197,val,1
1198,train,0
1199,train,0
1200,train,0
1201,train,0
1202,test,0
1203,test,1
1204,val,0
1205,train,1
1206,train,1
1207,train,1
1208,test,1
1209,train,0
1210,val,0
1211,train,0
1212,train,1
1213,train,0
1214,train,1
1215,train,1
1216,val,1
1217,test,0
1218,test,0
1219,train,1
1220,train,0
1221,train,0
1222,train,1
1223,train,1
1224,test,1
1225,train,0
1226,train,1
1227,train,0
1228,train,0
1229,train,0
1230,train,0
1231,train,0
1232,train,0
1233,train,0
1234,train,0
1235,train,0
1236,train,0
1237,val,0
1238,train,0
1239,train,1
1240,train,1
1241,val,1
1242,train,0
1243,test,1
1244,val,0
1245,train,1
1246,val,0
1247,train,1
1248,val,1
1249,test,0
1250,train,1
1251,train,1
1252,train,1
1253,train,1
1254,train,0
1255,train,1
1256,train,0
1257,train,1
1258,train,0
1259,train,1
1260,test,1
1261,val,1
1262,train,0
1263,train,0
1264,val,1
1265,train,0
1266,train,1
1267,train,1
1268,train,1
1269,train,0
1270,train,1
1271,train,0
1272,val,1
1273,train,1
1274,train,1
1275,train,1
1276,train,1
1277,train,1
1278,train,1
1279,test,1
1280,val,0
1281,test,1
1282,train,0
1283,train,1
1284,test,1
1285,train,1
1286,val,0
1287,train,0
1288,train,0
1289,train,0
1290,test,1
1291,test,1
1292,train,0
1293,test,1
1294,train,1
1295,train,0
1296,train,1
1297,train,1
1298,train,1
1299,train,0
1300,val,0
1301,train,0
1302,test,1
1303,train,1
1304,val,0
1305,train,1
1306,train,0
1307,val,1
1308,train,1
1309,train,1
1310,val,1
1311,train,0
1312,val,1
1313,train,0
1314,train,1
1315,test,1
1316,val,1
1317,train,0
1318,train,1
1319,train,1
1320,train,1
1321,val,1
1322,train,0
1323,train,0
1324,train,1
1325,train,1
1326,train,0
1327,train,1
1328,train,1
1329,train,1
1330,train,0
1331,val,1
1332,val,0
1333,train,1
1334,train,1
1335,train,1
1336,train,1
1337,train,1
1338,train,1
1339,test,1
1340,train,1
1341,train,0
1342,train,0
1343,train,0
1344,train,1
1345,train,0
1346,test,0
1347,train,1
1348,train,1
1349,val,1
1350,train,1
1351,train,0
1352,val,1
1353,val,0
1354,test,1
1355,train,0
1356,val,1
1357,train,0
1358,train,1
1359,train,1
1360,test,1
1361,test,0
1362,train,0
1363,train,0
1364,test,0
1365,train,1
1366,val,1
1367,train,1
1368,train,1
1369,train,1
1370,train,1
1371,test,0
1372,train,1
1373,train,0
1374,val,1
1375,train,0
1376,val,0
1377,val,0
1378,train,0
1379,train,0
1380,val,0
1381,train,0
1382,train,1
1383,train,0
1384,train,0
1385,test,0
1386,train,0
1387,test,0
1388,train,1
1389,train,1
1390,train,1
1391,train,1
1392,train,0
1393,train,1
1394,test,1
1395,test,0
1396,train,1
1397,train,1
1398,train,0
1399,train,0
1400,test,1
1401,train,1
1402,train,1
1403,train,1
1404,train,0
1405,train,0
1406,train,0
1407,train,1
1408,train,0
1409,train,0
1410,val,1
1411,train,1
1412,train,1
1413,train,0
1414,train,1
1415,train,0
1416,train,0
1417,train,1
1418,train,0
1419,train,0
1420,test,0
1421,train,0
1422,train,1
1423,train,1
1424,train,1
1425,train,0
1426,train,1
1427,train,1
1428,train,0
1429,val,0
1430,val,1
1431,train,1
1432,train,1
1433,train,0
1434,train,1
1435,train,1
1436,train,1
1437,test,0
1438,train,0
1439,val,1
1440,test,1
1441,train,1
1442,test,1
1443,train,0
1444,test,0
1445,train,0
1446,train,0
1447,val,1
1448,train,0
1449,test,1
1450,val,1
1451,train,0
1452,train,0
1453,train,1
1454,train,0
1455,train,0
1456,test,1
1457,train,0
1458,train,0
1459,test,0
1460,val,0
1461,train,0
1462,train,0
1463,train,0
1464,val,0
1465,test,1
1466,train,1
1467,train,0
1468,train,1
1469,train,0
1470,test,0
1471,train,1
1472,val,0
1473,train,1
1474,test,0
1475,train,0
1476,train,1
1477,train,0
1478,train,0
1479,test,1
1480,train,1
1481,test,1
1482,test,0
1483,train,0
1484,train,1
1485,train,0
1486,test,0
1487,train,0
1488,train,1
1489,train,0
1490,train,1
1491,train,1
1492,train,1
1493,train,0
1494,val,1
1495,train,1
1496,train,0
1497,train,1
1498,train,1
1499,train,0
1500,train,0
1501,train,0
1502,test,0
1503,val,0
1504,train,0
1505,test,0
1506,val,0
1507,test,1
1508,train,0
1509,train,1
1510,train,0
1511,train,0
1512,val,0
1513,train,1
1514,test,0
1515,train,1
1516,train,0
1517,test,0
1518,train,1
1519,train,0
1520,val,1
1521,train,1
1522,train,0
1523,train,1
1524,train,1
1525,train,1
1526,val,1
1527,train,1
1528,train,0
1529,train,0
1530,test,1
1531,train,1
1532,train,0
1533,train,0
1534,train,1
1535,val,1
1536,val,0
1537,test,1
1538,train,1
1539,train,1
1540,train,1
1541,train,0
1542,train,0
1543,train,0
1544,train,1
1545,train,1
1546,train,1
1547,train,0
1548,train,0
1549,train,1
1550,train,0
1551,train,1
1552,val,1
1553,test,1
1554,train,1
1555,test,1
1556,test,0
1557,train,1
1558,train,0
1559,val,1
1560,train,1
1561,train,0
1562,train,0
1563,train,1
1564,train,1
1565,train,1
1566,train,0
1567,train,1
1568,val,0
1569,test,1
1570,train,1
1571,val,0
1572,val,1
1573,test,1
1574,train,0
1575,train,0
1576,train,0
1577,val,1
1578,train,1
1579,val,0
1580,train,0
1581,train,1
1582,train,0
1583,train,1
1584,train,1
1585,train,1
1586,test,0
1587,test,1
1588,val,0
1589,test,0
1590,train,1
1591,train,0
1592,train,1
1593,train,1
1594,train,0
1595,train,1
1596,test,0
1597,train,1
1598,test,1
1599,train,0
1600,test,0
1601,train,0
1602,train,1
1603,test,1
1604,train,0
1605,train,1
1606,train,1
1607,train,0
1608,train,0
1609,train,1
1610,train,0
1611,train,0
1612,train,1
1613,train,0
1614,train,1
1615,train,1
1616,test,0
1617,train,0
1618,train,1
1619,train,1
1620,train,0
1621,train,0
1622,train,1
1623,train,0
1624,train,0
1625,train,1
1626,val,1
1627,test,0
1628,train,0
1629,test,1
1630,test,1
1631,test,0
1632,train,0
1633,train,1
1634,train,0
1635,train,1
1636,train,1
1637,train,0
1638,train,0
1639,train,1
1640,train,1
1641,train,1
1642,train,1
1643,train,0
1644,val,0
1645,train,0
1646,train,1
1647,val,1
1648,train,0
1649,train,1
1650,train,1
1651,train,1
1652,train,1
1653,train,0
1654,val,1
1655,val,1
1656,train,1
1657,train,1
1658,train,0
1659,train,1
1660,train,1
1661,train,0
1662,train,1
1663,val,1
1664,train,0
1665,train,1
1666,train,0
1667,test,0
1668,train,1
1669,train,1
1670,train,0
1671,train,1
1672,train,1
1673,train,1
1674,val,1
1675,test,0
1676,train,1
1677,val,1
1678,train,0
1679,train,1
1680,train,1
1681,val,0
1682,test,0
1683,train,0
1684,train,0
1685,train,1
1686,train,0
1687,train,1
1688,val,1
1689,train,0
1690,train,0
1691,val,1
1692,train,1
1693,train,0
1694,train,0
1695,train,0
1696,test,1
1697,train,0
1698,train,0
1699,train,0
1700,val,0
1701,test,1
1702,val,0
1703,train,1
1704,train,0
1705,train,1
1706,train,1
1707,train,1
1708,test,1
1709,test,1
1710,train,1
1711,val,1
1712,test,0
1713,train,1
1714,train,1
1715,train,0
1716,test,0
1717,val,0
1718,val,1
1719,train,1
1720,train,0
1721,train,0
1722,val,0
1723,train,1
1724,train,0
1725,train,1
1726,train,0
1727,val,0
1728,train,0
1729,train,0
1730,train,1
1731,test,1
1732,val,1
1733,train,1
1734,train,1
1735,val,0
1736,train,0
1737,train,0
1738,val,0
1739,train,1
1740,test,0
1741,test,0
1742,train,0
1743,val,1
1744,val,0
1745,train,0
1746,train,0
1747,test,0
1748,train,1
1749,train,1
1750,train,0
1751,val,0
1752,test,0
1753,train,1
1754,train,1
1755,test,0
1756,train,0
1757,val,0
1758,train,1
1759,train,0
1760,train,1
1761,train,1
1762,train,1
1763,test,0
1764,val,0
1765,train,0
1766,train,1
1767,train,1
1768,train,0
1769,train,0
1770,train,1
1771,train,1
1772,train,1
1773,test,0
1774,train,0
1775,val,0
1776,train,1
1777,val,0
1778,train,1
1779,val,1
1780,train,0
1781,train,1
1782,test,1
1783,test,1
1784,train,0
1785,val,0
1786,train,0
1787,test,0
1788,test,1
1789,train,1
1790,train,1
1791,train,1
1792,test,1
1793,val,0
1794,train,0
1795,train,1
1796,train,0
1797,train,0
1798,val,1
1799,train,1
1800,train,1
1801,train,0
1802,train,0
1803,train,1
1804,val,0
1805,train,0
1806,test,1
1807,test,0
1808,train,0
1809,test,1
1810,train,1
1811,train,1
1812,val,0
1813,val,1
1814,test,0
1815,train,1
1816,train,1
1817,val,1
1818,train,1
1819,val,1
1820,train,0
1821,train,1
1822,train,1
1823,test,1
1824,train,0
1825,test,0
1826,train,0
1827,train,1
1828,train,1
1829,train,1
1830,test,0
1831,train,1
1832,train,0
1833,train,0
1834,train,0
1835,train,0
1836,train,1
1837,train,1
1838,train,0
1839,train,1
1840,train,0
1841,train,0
1842,train,1
1843,test,0
1844,train,1
1845,train,0
1846,train,0
1847,train,0
1848,train,0
1849,val,1
1850,train,1
1851,val,1
1852,train,1
1853,val,1
1854,train,1
1855,train,1
1856,val,1
1857,train,1
1858,train,1
1859,test,0
1860,train,1
1861,train,1
1862,train,0
1863,train,1
1864,test,1
1865,train,0
1866,test,1
1867,train,0
1868,train,0
1869,train,0
1870,val,0
1871,train,1
1872,train,0
1873,test,1
1874,train,0
1875,train,0
1876,train,1
1877,train,0
1878,train,1
1879,val,0
1880,train,0
1881,train,0
1882,test,1
1883,train,1
1884,train,0
1885,val,1
1886,train,0
1887,train,0
1888,test,0
1889,train,1
1890,train,1
1891,train,1
1892,val,0
1893,train,1
1894,train,1
1895,test,0
1896,train,0
1897,test,0
1898,val,1
1899,train,0
1900,train,1
1901,train,0
1902,test,0
1903,train,0
1904,val,1
1905,train,0
1906,train,1
1907,val,1
1908,val,1
1909,train,1
1910,train,0
1911,train,0
1912,train,1
1913,test,0
1914,train,0
1915,train,1
1916,test,1
1917,val,0
1918,train,1
1919,train,1
1920,train,0
1921,train,0
1922,train,0
1923,train,0
1924,val,0
1925,train,1
1926,train,1
1927,val,1
1928,test,0
1929,train,0
1930,train,1
1931,train,0
1932,train,0
1933,val,1
1934,train,1
1935,test,0
1936,train,0
1937,train,1
1938,train,1
1939,val,1
1940,train,1
1941,train,1
1942,val,0
1943,train,0
1944,train,0
1945,train,0
1946,train,0
1947,test,0
1948,val,0
1949,val,0
1950,train,0
1951,train,1
1952,train,0
1953,train,1
1954,train,0
1955,train,1
1956,val,0
1957,test,0
1958,test,1
1959,train,0
1960,test,1
1961,train,0
1962,train,0
1963,test,0
1964,train,0
1965,train,0
1966,train,1
1967,train,1
1968,train,1
1969,test,0
1970,train,1
1971,train,1
1972,train,1
1973,train,1
1974,train,1
1975,train,0
1976,val,0
1977,val,0
1978,train,0
1979,train,0
1980,train,1
1981,val,0
1982,test,1
1983,train,0
1984,val,1
1985,test,0
1986,val,0
1987,train,0
1988,train,1
1989,train,0
1990,train,0
1991,train,0
1992,test,1
1993,train,0
1994,val,0
1995,train,0
1996,train,0
1997,train,0
1998,train,0
1999,val,0
2000,train,1
2001,train,1
2002,val,0
2003,val,1
2004,train,0
2005,train,1
2006,test,0
2007,test,0
2008,val,0
2009,train,0
2010,train,0
2011,train,1
2012,train,0
2013,test,0
2014,train,0
2015,train,1
2016,train,0
2017,train,1
2018,train,0
2019,train,1
2020,train,1
2021,train,1
2022,train,1
2023,test,0
2024,test,1
2025,train,1
2026,test,1
2027,train,1
2028,train,1
2029,train,1
2030,train,1
2031,train,0
2032,train,0
2033,train,0
2034,train,1
2035,val,1
2036,train,0
2037,train,1
2038,train,0
2039,train,1
2040,train,0
2041,train,0
2042,train,1
2043,train,0
2044,val,1
2045,val,0
2046,train,1
2047,test,1
2048,train,1
2049,val,0
2050,train,0
2051,test,0
2052,test,0
2053,val,1
2054,train,0
2055,test,0
2056,train,0
2057,train,1
2058,train,0
2059,train,0
2060,train,1
2061,train,0
2062,val,1
2063,train,1
2064,train,1
2065,val,1
2066,train,1
2067,train,1
2068,train,0
2069,val,1
2070,train,0
2071,train,1
2072,val,0
2073,train,1
2074,train,1
2075,train,0
2076,train,0
2077,train,1
2078,train,0
2079,train,1
2080,train,1
2081,train,1
2082,test,1
2083,train,1
2084,test,0
2085,train,0
2086,val,1
2087,train,0
2088,test,0
2089,val,1
2090,train,0
2091,train,0
2092,test,1
2093,train,1
2094,val,0
2095,test,0
2096,train,1
2097,train,0
2098,train,0
2099,train,1
2100,test,0
2101,val,0
2102,train,1
2103,train,0
2104,train,1
2105,train,1
2106,train,1
2107,train,1
2108,train,1
2109,train,0
2110,train,1
2111,train,0
2112,train,0
2113,train,0
2114,train,0
2115,test,0
2116,train,1
2117,train,0
2118,train,0
2119,train,0
2120,train,0
2121,train,0
2122,train,1
2123,train,1
2124,test,1
2125,train,0
2126,train,0
2127,val,0
2128,train,0
2129,train,0
2130,val,0
2131,test,0
2132,train,1
2133,train,1
2134,train,0
2135,train,0
2136,train,0
2137,val,1
2138,train,0
2139,train,1
